[06/08/2020][13:38:10]  -system sys,start server 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 3860 2086 1613 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 3865 2050 1617 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 3870 2099 1595 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 3871 2103 1595 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 3873 2133 1596 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 3879 2139 1570 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 3887 2060 1550 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 3888 2083 1552 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 3892 2149 1551 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 5677 3400 1618 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 5690 3432 1622 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 5965 3391 1087 
[06/08/2020][13:38:22]  -system err,No empty mobgrid(1): 5971 3389 1088 
[06/08/2020][13:38:34]  -system err,No empty mobgrid(1): 265 2328 2168 
[06/08/2020][13:38:34]  -system err,No empty mobgrid(1): 513 2512 2028 
[06/08/2020][13:38:34]  -system err,No empty mobgrid(1): 606 2564 2022 
[06/08/2020][13:38:34]  -system err,No empty mobgrid: 796 2513 1833 
[06/08/2020][13:38:34]  -system err,No empty mobgrid(1): 797 2526 1834 
[06/08/2020][13:38:34]  -system err,No empty mobgrid(1): 1173 2276 1719 
[06/08/2020][13:38:34]  -system err,No empty mobgrid(1): 1186 2212 1748 
[06/08/2020][13:38:34]  -system err,No empty mobgrid(1): 1205 2195 1699 
[06/08/2020][13:38:34]  -system err,No empty mobgrid: 1229 2271 1719 
[06/08/2020][13:38:34]  -system err,No empty mobgrid(1): 1233 2268 1691 
[06/08/2020][13:38:34]  -system err,No empty mobgrid(1): 1293 1944 1574 
[06/08/2020][13:38:34]  -system err,No empty mobgrid(1): 1297 1967 1624 
[06/08/2020][13:38:34]  -system err,No empty mobgrid(1): 1331 2020 1678 
[06/08/2020][13:38:34]  -system err,No empty mobgrid(1): 1337 1984 1683 
[06/08/2020][13:38:34]  -system err,No empty mobgrid: 1343 1984 1710 
[06/08/2020][13:38:34]  -system err,No empty mobgrid(1): 1407 1902 1756 
[06/08/2020][13:38:34]  -system err,No empty mobgrid(1): 1447 1828 1682 
[06/08/2020][13:38:34]  -system err,No empty mobgrid(1): 1774 183 3758 
[06/08/2020][13:38:34]  -system err,No empty mobgrid(1): 2019 596 3771 
[06/08/2020][13:38:34]  -system err,No empty mobgrid(1): 2068 707 3780 
[06/08/2020][13:38:34]  -system err,No empty mobgrid(1): 2086 750 3808 
[06/08/2020][13:38:34]  -system err,No empty mobgrid(1): 2220 420 4027 
[06/08/2020][13:38:34]  -system err,No empty mobgrid(1): 2229 488 4043 
[06/08/2020][13:38:34]  -system err,No empty mobgrid(1): 2597 1024 3796 
[06/08/2020][13:38:34]  -system err,No empty mobgrid: 2869 1196 4022 
[06/08/2020][13:38:34]  -system err,No empty mobgrid(1): 2957 1437 4037 
[06/08/2020][13:38:34]  -system err,No empty mobgrid(1): 3774 1978 1588 
[06/08/2020][13:38:34]  -system err,No empty mobgrid(1): 3871 2106 1595 
[06/08/2020][13:38:34]  -system err,No empty mobgrid(1): 4036 3621 2821 
[06/08/2020][13:38:34]  -system err,No empty mobgrid(1): 5677 3402 1618 
[06/08/2020][13:38:34]  -system err,No empty mobgrid(1): 5965 3391 1087 
[06/08/2020][13:38:34]  -system err,No empty mobgrid(1): 5971 3388 1089 
[06/08/2020][13:38:46]  -system err,No empty mobgrid(1): 267 2354 2168 
[06/08/2020][13:38:46]  -system err,No empty mobgrid(1): 1204 2195 1706 
[06/08/2020][13:38:46]  -system err,No empty mobgrid(1): 1306 1978 1640 
[06/08/2020][13:38:46]  -system err,No empty mobgrid(1): 1774 183 3758 
[06/08/2020][13:38:46]  -system err,No empty mobgrid(1): 2086 749 3809 
[06/08/2020][13:38:46]  -system err,No empty mobgrid(1): 2633 1068 3814 
[06/08/2020][13:38:46]  -system err,No empty mobgrid(1): 2938 1358 4072 
[06/08/2020][13:38:46]  -system err,No empty mobgrid(1): 3110 1466 3795 
[06/08/2020][13:38:46]  -system err,No empty mobgrid(1): 3514 1317 4041 
[06/08/2020][13:38:46]  -system err,No empty mobgrid(1): 3871 2107 1596 
[06/08/2020][13:38:46]  -system err,No empty mobgrid(1): 3904 3661 3067 
[06/08/2020][13:38:46]  -system err,No empty mobgrid(1): 4106 3542 2894 
[06/08/2020][13:38:46]  -system err,No empty mobgrid(1): 5677 3402 1618 
[06/08/2020][13:38:46]  -system err,No empty mobgrid(1): 5965 3390 1086 
[06/08/2020][13:38:46]  -system err,No empty mobgrid(1): 5971 3388 1088 
[06/08/2020][13:38:58]  -system err,No empty mobgrid(1): 1053 2334 1745 
[06/08/2020][13:38:58]  -system err,No empty mobgrid(1): 1173 2276 1721 
[06/08/2020][13:38:58]  -system err,No empty mobgrid: 1193 2209 1732 
[06/08/2020][13:38:58]  -system err,No empty mobgrid: 1197 2209 1704 
[06/08/2020][13:38:58]  -system err,No empty mobgrid(1): 1205 2194 1701 
[06/08/2020][13:38:58]  -system err,No empty mobgrid(1): 1293 1944 1574 
[06/08/2020][13:38:58]  -syste
