[06/08/2020][11:59:44]  -system sys,start server 
[06/08/2020][11:59:56]  -system err,No empty mobgrid(1): 1827 276 3742 
[06/08/2020][11:59:56]  -system err,No empty mobgrid(1): 1830 279 3791 
[06/08/2020][11:59:56]  -system err,No empty mobgrid(1): 1897 376 3812 
[06/08/2020][11:59:56]  -system err,No empty mobgrid(1): 1901 388 3816 
[06/08/2020][11:59:56]  -system err,No empty mobgrid(1): 1906 400 3798 
[06/08/2020][11:59:56]  -system err,No empty mobgrid(1): 1909 384 3769 
[06/08/2020][11:59:56]  -system err,No empty mobgrid(1): 1972 400 3824 
[06/08/2020][11:59:56]  -system err,No empty mobgrid(1): 1995 560 3802 
[06/08/2020][11:59:56]  -system err,No empty mobgrid(1): 2019 596 3772 
[06/08/2020][11:59:56]  -system err,No empty mobgrid(1): 2086 750 3809 
[06/08/2020][11:59:56]  -system err,No empty mobgrid(1): 2220 420 4027 
[06/08/2020][11:59:56]  -system err,No empty mobgrid(1): 2542 930 3804 
[06/08/2020][11:59:56]  -system err,No empty mobgrid(1): 2646 1124 3786 
[06/08/2020][11:59:56]  -system err,No empty mobgrid(1): 2652 2324 2190 
[06/08/2020][11:59:56]  -system err,No empty mobgrid(1): 2661 2322 2195 
[06/08/2020][11:59:56]  -system err,No empty mobgrid(1): 2974 1473 3987 
[06/08/2020][11:59:56]  -system err,No empty mobgrid(1): 3354 1337 1705 
[06/08/2020][11:59:56]  -system err,No empty mobgrid(1): 3375 1302 1679 
[06/08/2020][11:59:56]  -system err,No empty mobgrid: 3840 804 4058 
[06/08/2020][11:59:56]  -system err,No empty mobgrid(1): 3852 2112 1636 
[06/08/2020][11:59:56]  -system err,No empty mobgrid(1): 3855 2061 1635 
[06/08/2020][11:59:56]  -system err,No empty mobgrid(1): 3860 2087 1610 
[06/08/2020][11:59:56]  -system err,No empty mobgrid: 3864 2138 1623 
[06/08/2020][11:59:56]  -system err,No empty mobgrid: 3865 2050 1617 
[06/08/2020][11:59:56]  -system err,No empty mobgrid(1): 3871 2107 1594 
[06/08/2020][11:59:56]  -system err,No empty mobgrid(1): 3879 2139 1566 
[06/08/2020][11:59:56]  -system err,No empty mobgrid(1): 3889 2095 1550 
[06/08/2020][11:59:56]  -system err,No empty mobgrid(1): 3890 2117 1552 
[06/08/2020][11:59:56]  -system err,No empty mobgrid(1): 3891 2134 1552 
[06/08/2020][11:59:56]  -system err,No empty mobgrid: 3894 2038 1572 
[06/08/2020][11:59:56]  -system err,No empty mobgrid(1): 5655 3348 1618 
[06/08/2020][11:59:56]  -system err,No empty mobgrid(1): 5965 3390 1088 
[06/08/2020][11:59:56]  -system err,No empty mobgrid(1): 5971 3388 1086 
[06/08/2020][12:00:08]  -system err,No empty mobgrid(1): 466 2536 2084 
[06/08/2020][12:00:08]  -system err,No empty mobgrid(1): 541 2504 1992 
[06/08/2020][12:00:08]  -system err,No empty mobgrid(1): 601 2543 1952 
[06/08/2020][12:00:08]  -system err,No empty mobgrid(1): 602 2543 1941 
[06/08/2020][12:00:08]  -system err,No empty mobgrid(1): 708 2643 2004 
[06/08/2020][12:00:08]  -system err,No empty mobgrid: 791 2467 1837 
[06/08/2020][12:00:08]  -system err,No empty mobgrid(1): 1005 2369 1744 
[06/08/2020][12:00:08]  -system err,No empty mobgrid: 1193 2209 1735 
[06/08/2020][12:00:08]  -system err,No empty mobgrid(1): 1293 1945 1575 
[06/08/2020][12:00:08]  -system err,No empty mobgrid(1): 1297 1969 1621 
[06/08/2020][12:00:08]  -system err,No empty mobgrid: 1351 2012 1740 
[06/08/2020][12:00:08]  -system err,No empty mobgrid(1): 1407 1902 1754 
[06/08/2020][12:00:08]  -system err,No empty mobgrid(1): 1751 170 3788 
[06/08/2020][12:00:08]  -system err,No empty mobgrid(1): 1934 436 3788 
[06/08/2020][12:00:08]  -system err,No empty mobgrid(1): 1949 458 3740 
[06/08/2020][12:00:08]  -system err,No empty mobgrid(1): 2069 707 3771 
[06/08/2020][12:00:08]  -system err,No empty mobgrid(1): 2086 749 3808 
[06/08/2020][12:00:08]  -system err,No empty mobgrid(1): 2229 488 4044 
[06/08/2020][12:00:08]  -system err,No empty mobgrid: 2751 1739 1826 
[06/08/2020][12:00:08]  -system err,No empty mobgrid(1): 2943 1392 4037 
[06/08/2020][12:00:08]  -system err,No empty mobgrid(1): 2965 1418 4002 
[06/08/2020][12:00:08]  -system err,No empty mobgrid(1): 3585 770 4044 
[06/08/2020][12:00:08]  -system err,No empty mobgrid(1): 3852 2113 1634 
[06/08/2020][12:00:08]  -system err,No empty mobgrid(1): 3890 2116 1552 
[06/08/2020][12:00:08]  -system err,No empty mobgrid(1): 3891 2136 1552 
[06/08/2020][12:00:08]  -system err,No empty mobgrid(1): 4036 3623 2821 
[06/08/2020][12:00:08]  -system err,No empty mobgrid(1): 5971 3391 1086 
[06/08/2020][12:00:10] IP: 192.168.0.103 ADMIN CNFAccountLogin Mac: -271216030.113987390.-1693738811.1456405556 
[06/08/2020][12:00:17] IP: 192.168.0.103 ADMIN sta,Login char:TesteBM exp:0 level:1010 conn:1 money:2000000000, store:0 
[06/08/2020][12:00:18]  ADMIN etc,changecity city:0 X:2099 Y:2095 
[06/08/2020][12:00:20]  -system err,No empty mobgrid(1): 708 2646 2004 
[06/08/2020][12:00:20]  -system err,No empty mobgrid(1): 1054 2330 1730 
[06/08/2020][12:00:20]  -system err,No empty mobgrid(1): 1118 2336 1596 
[06/08/2020][12:00:20]  -system err,No empty mobgrid: 1194 2209 1727 
[06/08/2020][12:00:20]  -system err,No empty mobgrid(1): 1298 1976 1623 
[06/08/2020][12:00:20]  -system err,No empty mobgrid(1): 2069 707 3769 
[06/08/2020][12:00:20]  -system err,No empty mobgrid(1): 2086 749 3808 
[06/08/2020][12:00:20]  -system err,No empty mobgrid(1): 2645 1117 3785 
[06/08/2020][12:00:20]  -system err,No empty mobgrid(1): 3792 2231 3627 
[06/08/2020][12:00:20]  -system err,No empty mobgrid(1): 3852 2112 1637 
[06/08/2020][12:00:20]  -system err,No empty mobgrid(1): 3890 2118 1552 
[06/08/2020][12:00:20]  -system err,No empty mobgrid(1): 3891 2134 1550 
[06/08/2020][12:00:20]  -system err,No empty mobgrid(1): 5971 3392 1089 
[06/08/2020][12:00:32]  -system err,No empty mobgrid(1): 1053 2334 1745 
[06/08/2020][12:00:32]  -system err,No empty mobgrid: 1193 2209 1735 
[06/08/2020][12:00:32]  -system err,No empty mobgrid(1): 1205 2194 1701 
[06/08/2020][12:00:32]  -system err,No empty mobgrid: 1229 2268 1719 
[06/08/2020][12:00:32]  -system err,No empty mobgrid(1): 1293 1944 1573 
[06/08/2020][12:00:32]  -system err,No empty mobgrid(1): 2086 749 3809 
[06/08/2020][12:00:32]  -system err,No empty mobgrid(1): 2223 454 4025 
[06/08/2020][12:00:32]  -system err,No empty mobgrid(1): 2965 1418 4002 
[06/08/2020][12:00:32]  -system err,No empty mobgrid(1): 3511 1333 4042 
[06/08/2020][12:00:32]  -system err,No empty mobgrid(1): 3890 2114 1551 
[06/08/2020][12:00:32]  -system err,No
