[06/08/2020][12:39:25]  -system sys,start server 
[06/08/2020][12:39:53] IP: 192.168.0.103 ADMIN sta,Login char:TesteBM exp:0 level:1010 conn:1 money:2000000000, store:0 
[06/08/2020][12:39:53]  ADMIN etc,changecity city:0 X:2096 Y:2106 
[06/08/2020][12:40:01]  -system err,standingby processer delete hp zero mob 
[06/08/2020][12:40:01]  -system err,No empty mobgrid(1): 337 2319 2219 
[06/08/2020][12:40:01]  -system err,No empty mobgrid(1): 426 2468 2084 
[06/08/2020][12:40:01]  -system err,No empty mobgrid(1): 1060 2336 1700 
[06/08/2020][12:40:01]  -system err,No empty mobgrid: 1126 2326 1570 
[06/08/2020][12:40:01]  -system err,No empty mobgrid: 1194 2209 1725 
[06/08/2020][12:40:01]  -system err,No empty mobgrid: 1198 2209 1692 
[06/08/2020][12:40:01]  -system err,No empty mobgrid: 1200 2196 1740 
[06/08/2020][12:40:01]  -system err,No empty mobgrid(1): 1204 2194 1710 
[06/08/2020][12:40:01]  -system err,No empty mobgrid(1): 2048 664 3768 
[06/08/2020][12:40:01]  -system err,No empty mobgrid(1): 2591 1006 3736 
[06/08/2020][12:40:01]  -system err,No empty mobgrid(1): 3110 1466 3795 
[06/08/2020][12:40:01]  -system err,No empty mobgrid(1): 3605 2448 4009 
[06/08/2020][12:40:01]  -system err,No empty mobgrid(1): 3852 2116 1634 
[06/08/2020][12:40:01]  -system err,No empty mobgrid(1
