[06/08/2020][13:10:16]  -system sys,start server 
[06/08/2020][13:10:28]  -system err,No empty mobgrid(1): 3852 2112 1636 
[06/08/2020][13:10:28]  -system err,No empty mobgrid(1): 3855 2061 1635 
[06/08/2020][13:10:28]  -system err,No empty mobgrid(1): 3860 2087 1610 
[06/08/2020][13:10:28]  -system err,No empty mobgrid: 3864 2138 1623 
[06/08/2020][13:10:28]  -system err,No empty mobgrid: 3865 2050 1617 
[06/08/2020][13:10:28]  -system err,No empty mobgrid(1): 3871 2107 1594 
[06/08/2020][13:10:28]  -system err,No empty mobgrid(1): 3879 2139 1566 
[06/08/2020][13:10:28]  -system err,No empty mobgrid(1): 3889 2095 1550 
[06/08/2020][13:10:28]  -system err,No empty mobgrid(1): 3890 2117 1552 
[06/08/2020][13:10:28]  -system err,No empty mobgrid(1): 3891 2134 1552 
[06/08/2020][13:10:28]  -system err,No empty mobgrid: 3894 2038 1572 
[06/08/2020][13:10:28]  -system err,No empty mobgrid(1): 5655 3348 1618 
[06/08/2020][13:10:28]  -system err,No empty mobgrid(1): 5965 3390 1088 
[06/08/2020][13:10:28]  -system err,No empty mobgrid(1): 5971 3388 1086 
[06/08/2020][13:10:31] IP: 192.168.0.103 ADMIN CNFAccountLogin Mac: -271216030.113987390.-1693738811.1456405556 
[06/08/2020][13:10:37] IP: 192.168.0.103 ADMIN sta,Login char:TesteBM exp:0 level:1010 conn:1 money:2000000000, store:0 
[06/08/2020][13:10:38]  ADMIN etc,changecity city:0 X:2097 Y:2095 
[06/08/2020][13:10:39] IP: 192.168.0.103 ADMIN clo,fd 22-2 
[06/08/2020][13:10:39] IP: 192.168.0.103 ADMIN etc,charlogout conn:1 name:TesteBM 
[06/08/2020][13:10:40]  -system err,No empty mobgrid(1): 268 2361 2170 
[06/08/2020][13:10:40]  -system err,No empty mobgrid(1): 337 2319 2224 
[06/08/2020][13:10:40]  -system err,No empty mobgrid(1): 602 2543 1938 
[06/08/2020][13:10:40]  -system err,No empty mobgrid(1): 798 2535 1831 
[06/08/2020][13:10:40]  -system err,No empty mobgrid(1): 887 2617 2064 
[06/08/2020][13:10:40]  -system err,No empty mobgrid(1): 1065 2369 1686 
[06/08/2020][13:10:40]  -system err,No empty mobgrid(1): 1181 2251 1748 
[06/08/2020][13:10:40]  -system err,No empty mobgrid(1): 1229 2271 1719 
[06/08/2020][13:10:40]  -system err,No empty mobgrid(1): 1231 2255 1735 
[06/08/2020][13:10:40]  -system err,No empty mobgrid(1): 1293 1945 1572 
[06/08/2020][13:10:40]  -system err,No empty mobgrid(1): 1297 1969 1623 
[06/08/2020][13:10:40]  -system err,No empty mobgrid(1): 1405 1873 1758 
[06/08/2020][13:10:40]  -system err,No empty mobgrid(1): 1949 458 3740 
[06/08/2020][13:10:40]  -system err,No empty mobgrid(1): 2239 411 4066 
[06/08/2020][13:10:40]  -system err,No empty mobgrid(1): 2268 954 4072 
[06/08/2020][13:10:40]  -system err,No empty mobgrid(1): 2523 799 3889 
[06/08/2020][13:10:40]  -system err,No empty mobgrid(1): 2927 1356 3988 
[06/08/2020][13:10:40]  -system err,No empty mobgrid(1): 2953 1434 4072 
[06/08/2020][13:10:40]  -system err,No empty mobgrid(1): 3193 1264 1718 
[06/08/2020][13:10:40]  -system err,No empty mobgrid(1): 3879 2136 1564 
[06/08/2020][13:10:40]  -system err,No empty mobgrid(1): 3891 2134 1550 
[06/08/2020][13:10:40]  -system err,No empty mobgrid(1): 4036 3622 2823 
[06/08/2020][13:10:40]  -system err,No empty mobgrid(1): 5971 3389 1086 
[06/08/2020][13:10:52]  -system err,No empty mobgrid(1): 229 2324 2152 
[06/08/2020][13:10:52]  -system err,No empty mobgrid(1): 1204 2195 1706 
[06/08/2020][13:10:52]  -system err,No empty mobgrid(1): 1296 1954 1620 
[06/08/2020][13:10:52]  -system err,No empty mobgrid(1): 1298 1976 1624 
[06/08/2020][13:10:52]  -system err,No empty mobgrid(1): 2019 596 3772 
[06/08/2020][13:10:52]  -system err,No empty mobgrid(1): 2086 750 3809 
[06/08/2020][13:10:52]  -system err,No empty mobgrid(1): 3110 1466 3794 
[06/08/2020][13:10:52]  -system err,No empty mobgrid(1): 3194 1264 1722 
[06/08/2020][13:10:52]  -system err,No empty mobgrid(1): 3458 2384 2117 
[06/08/2020][13:10:52]  -system err,No empty mobgrid(1): 3510 1338 4032 
[06/08/2020][13:10:52]  -system err,No empty mobgrid(1): 3514 1317 4040 
[06/08/2020][13:10:52]  -system err,No empty mobgrid(1): 3605 2450 4010 
[06/08/2020][13:10:52]  -system err,No empty mobgrid(1): 3792 2231 3627 
[06/08/2020][13:10:52]  -system err,No empty mobgrid(1): 4106 3542 2895 
[06/08/2020][13:10:52]  -system err,No empty mobgrid(1): 5971 3389 1087 
[06/08/2020][13:10:54] IP: 192.168.0.103 ADMIN CNFAccountLogin Mac: -271216030.113987390.-1693738811.1456405556 
[06/08/2020][13:11:01] IP: 192.168.0.103 ADMIN etc,createchar name:xcvxcv 1 13 
[06/08/2020][13:11:04]  -system err,No empty mobgrid(1): 1297 1968 1623 
[06/08/2020][13:11:04]  -system err,No empty mobgrid(1): 2086 749 3809 
[06/08/2020][13:11:04]  -system err,No empty mobgrid(1): 3354 1337 1705 
[06/08/2020][13:11:04]  -system err,No empty mobgrid(1): 5971 3389 1086 
[06/08/2020][13:11:05] IP: 192.168.0.103 ADMIN sta,Login char:xcvxcv exp:0 level:0 conn:1 money:2000000000, store:0 
[06/08/2020][13:11:08] IP: 192.168.0.103 ADMIN etc,msg_attack attacker:1 name:xcvxcv target:2384 name:Porco dam:28 x:2112 y:2044 
[06/08/2020][
