[06/08/2020][12:18:03]  -system sys,start server 
[06/08/2020][12:18:15]  -system err,No empty mobgrid(1): 5965 3390 1088 
[06/08/2020][12:18:15]  -system err,No empty mobgrid(1): 5971 3388 1086 
[06/08/2020][12:18:21] IP: 192.168.0.103 ADMIN CNFAccountLogin Mac: -271216030.113987390.-1693738811.1456405556 
[06/08/2020][12:18:27]  -system err,No empty mobgrid: 147 2292 2128 
[06/08/2020][12:18:27]  -system err,No empty mobgrid(1): 250 2382 2140 
[06/08/2020][12:18:27]  -system err,No empty mobgrid(1): 604 2522 1952 
[06/08/2020][12:18:27]  -system err,No empty mobgrid: 792 2476 1836 
[06/08/2020][12:18:27]  -system err,No empty mobgrid(1): 798 2535 1832 
[06/08/2020][12:18:27]  -system err,No empty mobgrid(1): 1177 2276 1683 
[06/08/2020][12:18:27]  -system err,No empty mobgrid: 1181 2249 1748 
[06/08/2020][12:18:27]  -system err,No empty mobgrid: 1199 2209 1682 
[06/08/2020][12:18:27]  -system err,No empty mobgrid(1): 1293 1945 1575 
[06/08/2020][12:18:27]  -system err,No empty mobgrid(1): 1405 1873 1758 
[06/08/2020][12:18:27]  -system err,No empty mobgrid(1): 1463 1807 1697 
[06/08/2020][12:18:27]  -system err,No empty mobgrid(1): 1467 2192 1486 
[06/08/2020][12:18:27]  -system err,No empty mobgrid(1): 1523 2279 1315 
[06/08/2020][12:18:27]  -system err,No empty mobgrid(1): 1934 436 3788 
[06/08/2020][12:18:27]  -system err,No empty mobgrid(1): 2048 664 3766 
[06/08/2020][12:18:27]  -system err,No empty mobgrid(1): 2229 488 4040 
[06/08/2020][12:18:27]  -system err,No empty mobgrid(1): 2239 413 4066 
[06/08/2020][12:18:27]  -system err,No empty mobgrid(1): 2541 927 3810 
[06/08/2020][12:18:27]  -system err,No empty mobgrid(1): 2949 1405 4056 
[06/08/2020][12:18:27]  -system err,No empty mobgrid(1): 3511 1332 4041 
[06/08/2020][12:18:27]  -system err,No empty mobgrid(1): 3852 2112 1635 
[06/08/2020][12:18:27]  -system err,No empty mobgrid(1): 3860 2087 1613 
[06/08/2020][12:18:27]  -system err,No empty mobgrid(1): 3879 2139 1565 
[06/08/2020][12:18:27]  -system err,No empty mobgrid(1): 3891 2132 1550 
[06/08/2020][12:18:27]  -system err,No empty mobgrid(1): 4036 3621 2822 
[06/08/2020][12:18:27]  -system err,No empty mobgrid(1): 5965 3390 1087 
[06/08/2020][12:18:27]  -system err,No empty mobgrid(1): 5971 3389 1087 
[06/08/2020][12:18:39]  -system err,No empty mobgrid(1): 604 2522 1950 
[06/08/2020][12:18:39]  -system err,No empty mobgrid(1): 1118 2336 1595 
[06/08/2020][12:18:39]  -system err,No empty mobgrid: 1194 2209 1727 
[06/08/2020][12:18:39]  -system err,No empty mobgrid(1): 1296 1952 1620 
[06/08/2020][12:18:39]  -system err,No empty mobgrid(1): 1298 1978 1624 
[06/08/2020][12:18:39]  -system err,No empty mobgrid: 1340 1996 1694 
[06/08/2020][12:18:39]  -system err,No empty mobgrid(1): 2048 664 3766 
[06/08/2020][12:18:39]  -system err,No empty mobgrid(1): 2239 411 4066 
[06/08/2020][12:18:39]  -system err,No empty mobgrid(1): 2302 932 4032 
[06/08/2020][12:18:39]  -system err,No empty mobgrid(1): 2564 912 3728 
[06/08/2020][12:18:39]  -system err,No empty mobgrid(1): 2591 1006 3736 
[06/08/2020][12:18:39]  -system err,No empty mobgrid(1): 3510 1338 4032 
[06/08/2020][12:18:39]  -system err,No empty mobgrid(1): 3605 2450 4010 
[06/08/2020][12:18:39]  -system err,No empty mobgrid(1): 3852 2116 1636 
[06/08/2020][12:18:39]  -system err,No empty mobgrid: 3879 2138 1569 
[06/08/2020][12:18:39]  -system err,No empty mobgrid(1): 4064 3668 2770 
[06/08/2020][12:18:39]  -system err,No empty mobgrid(1): 4106 3543 2895 
[06/08/2020][12:18:39]  -system err,No empty mobgrid(1): 5965 3392 1089 
[06/08/2020][12:18:39]  -system err,No empty mobgrid(1): 5971 3390 1087 
[06/08/2020][12:18:42] IP: 192.168.0.103 ADMIN sta,Login char:TesteBM exp:0 level:1010 conn:1 money:2000000000, store:0 
[06/08/2020][12:18:43]  ADMIN etc,changecity city:0 X:2097 Y:2096 
[06/08/2020][12:18:51]  -system err,No empty mobgrid(1): 261 2348 2160 
[06/08/2020][12:18:51]  -system err,No empty mobgrid(1): 1293 1944 1577 
[06/08/2020][12:18:51]  -system err,No empty mobgrid(1): 1523 2279 1315 
[06/08/2020][12:18:51]  -system err,No empty mobgrid(1): 3375 1299 1678 
[06/08/2020][12:18:51]  -system err,No empty mobgrid(1): 3511 1333 4040 
[06/08/2020][12:18:51]  -system err,No empty mobgrid: 3840 805 4054 
[06/08/2020][12:18:51]  -system err,No empty mobgrid(1): 5965 3392 1088 
[06/08/2020][12:18:51]  -system err,No empty mobgrid(1): 5971 3391 1088 
[06/08/2020][12:18:57]  -system err,standingby processer delete hp zero mob 
[06/08/2020][12:18:57]  -system err,standingby processer delete hp zero mob 
[06/08/2020][12:18:58]  -system err,standingby processer delete hp zero mob 
[06/08/2020][12:18:58]  -system err,standingby processer delete hp zero mob 
[06/08/2020][12:18:58]  -system err,standingby processer delete hp zero mob 
[06/08/2020][12:18:59]  -system err,standingby processer delete hp zero mob 
[06/08/2020][12:18:59]  -system err,standingby processer delete hp zero mob 
[06/08/2020][12:19:00]  -system etc,nightmare_normal clear -12:19 
[06/08/2020][12:19:00]  -system err,standingby processer delete hp zero mob 
[06/08/2020][12:19:03]  -system err,No empty mobgrid(1): 1118 2334 1596 
[06/08/2020][12:19:03]  -system err,No empty mobgrid(1): 1298 1981 1620 
[06/08/2020][12:19:03]  -system err,No empty mobgrid(1): 5965 3390 1089 
[06/08/2020][12:19:09] IP: 192.168.0.103 ADMIN clo,fd 22-2 
[06/08/2020][12:19:09] IP: 192.168.0.103 ADMIN etc,charlogout conn:1 name:TesteBM 
[06/08/2020][12:19:15]  -system err,No empty mobgrid(1): 2564 912 3728 
[06/08/2020][12:19:15]  -system err,No empty mobgrid(1): 3605 2448 4010 
[06/08/2020][12:19:27]  -system err,No empty mobgrid(1): 1118 2334 1595 
[06/08/2020][12:19:27]  -system err,No empty mobgrid(1): 1298 1978 1620 
[06/08/2020][12:19:27]  -system err,No empty mobgrid(1): 3375 1300 1678 
[06/08/2020][12:19:39]  -system err,No empty mobgrid(1): 3511 1332 4041 
[06/08/2020][12:19:51]  -system err,No empty mobgrid(1): 3488 619 3757 
[06/08/2020][12:19:51]  -system err,No empty mobgrid(1): 3605 2448 4008 
[06/08/2020][12:19:51]  -system err,No empty mobgrid(1): 5841 3425 1459 
[06/08/2020][12:20:03]  -system err,No empty mobgrid: 2699 1749 1787 
[06/08/2020][12:20:15]  -system err,No empty mobgrid(1): 1298 1977 1624 
[06/08/2020][12:20:39]  -system err,No empty mobgrid(1): 1298 1977 1622 
[06/08/2020][12:22:03]  -system err,No empty mobgrid: 2699 1749 1787 
[06/08/2020][12:22:15]  -system err,No empty mobgrid(1): 5832 3426 1432 
[06/08/2020][12:23:03]  -system err,No empty mobgrid(1): 5815 3424 1460 
[06/08/2020][12:23:39]  -system err,No empty mobgrid(1): 5841 3426 1460 
[06/08/2020][12:23:51]  -system err,No empty mobgrid(1): 5791 3358 1426 
[06/08/2020][12:24:00]  -system etc,nightmare_mystic clear -12:24 
[06/08/2020][12:24:15]  -system err,No empty mobgrid(1): 5841 3425 1459 
[06/08/2020][12:24:27]  -system err,No empty mobgrid(1): 5841 3426 1460 
[06/08/2020][12:25:15]  -system err,No empty mobgrid(1): 5841 3426 1459 
[06/08/2020][12:26:27]  -system err,No empty mobgrid(1): 5841 3426 1460 
[06/08/2020][12:26:51]  -system err,No empty mobgrid: 2743 1703 1826 
[06/08/2020][12:27:03]  -system err,No empty mobgrid(1): 5841 3426 1459 
[06/08/2020][12:27:15]  -system err,No empty mobgrid(1): 5841 3426 1460 
[06/08/2020][12:27:27]  -system err,No empty mobgrid(1): 5841 3425 1459 
[06/08/2020][12:27:39]  -system err,No empty mobgrid(1): 5841 3426 1459 
[06/08/2020][12:27:51]  -system err,No empty mobgrid(1): 5841 3425 1459 
[06/08/2020][12:28:27]  -system err,No empty mobgrid(1): 5791 3358 1426 
[06/08/2020][12:29:00]  -system etc,nightmare_arcan clear -12:29 
[06/08/2020][12:32:27]  -system err,No empty mobgrid(1): 5841 3425 1459 
[06/08/2020][12:32:39]  -system err,No empty mobgrid(1): 5832 3426 1432 
[06/08/2020][12:32:39]  -system err,No empty mobgrid(1): 5841 3425 1459 
[06/08/2020][12:33:51]  -system err,No empty mobgrid(1): 5815 3424 1460 
[06/08/2020][12:34:39]  -system err,No empty mobgrid(1): 5791 3358 1426 
[06/08/2020][12:35:03]  -system err,No empty mobgrid(1): 5682 3402 1617 
[06/08/2020][12:35:03]  -system err,No empty mobgrid(1): 5965 3392 1088 
[06/08/2020][12:35:03]  -system err,No empty mobgrid(1): 5970 3385 1091 
[06/08/2020][12:35:03]  -system err,No empty mobg
