[06/08/2020][11:40:02]  -system sys,start server 
[06/08/2020][11:43:02]  -system err,No empty mobgrid(1): 5815 3424 1460 
[06/08/2020][11:43:02]  -system err,No empty mobgrid(1): 5841 3426 1460 
[06/08/2020][11:43:14]  -system err,No empty mobgrid(1): 1297 1972 1622 
[06/08/2020][11:43:17] IP: 192.168.0.103 ADMIN clo,fd 22-2 
[06/08/2020][11:43:17] IP: 192.168.0.103 ADMIN etc,charlogout conn:1 name:TesteBM 
[06/08/2020][11:43:29] IP: 192.168.0.103 ADMIN CNFAccountLogin Mac: -271216030.113987390.-1693738811.1456405556 
[06/08/2020][11:43:35] IP: 192.168.0.103 ADMIN sta,Login char:TesteBM exp:0 level:1010 conn:1 money:2000000000, store:0 
[06/08/2020][11:43:36]  ADMIN etc,changecity city:0 X:2093 Y:2098 
[06/08/2020][11:43:38]  -system err,No empty mobgrid(1): 5791 3358 1426 
[06/08/2020][11:43:44] IP: 192.168.0.103 ADMIN clo,fd 22-2 
[06/08/2020][11:43:44] IP: 192.168.0.103 ADMIN etc,charlogout conn:1 name:TesteBM 
[06/08/2020][11:43:50]  -system err,No empty mobgrid(1): 5817 3358 1426 
[06/08/2020][11:43:50]  -system err,No empty mobgrid(1): 5841 3425 1460 
[06/08/2020][11:44:00]  -system etc,nightmare_mystic clear -11:44 
[06/08/2020][11:44:14]  -system err,No empty mobgrid(1): 3488 619 3757 
[06/08/2020][11:48:02]  -system err,No empty mobgrid(1): 5841 3426 1459 
[06/08/2020][11:48:14]  -system err,No empty mobgrid(1): 5841 3426 1459 
[06/08/2020][11:48:26]  -system err,No empty mobgrid(1): 5791 3358 1426 
[06/08/2020][11:48:26]  -system err,No empty mobgrid(1): 5841 3424 1460 
[06/08/2020][11:49:00]  -system etc,nightmare_arcan clear -11:49 
[06/08/2020][11:49:14]  -system err,No empty mobgrid: 2745 1710 1826 
[06/08/2020][11:49:26]  -system err,No empty mobgrid(1): 5832 3426 1432 
[06/08/2020][11:50:47]  -system err,No empty mobgrid(1): 5841 3425 1459 
[06/08/2020][11:51:35]  -system err,No empty mobgrid(1): 5841 3425 1460 
[06/08/2020][11:51:47]  -system err,No empty mobgrid(1): 5841 3425 1459 
[06/08/2020][11:51:59]  -system err,No empty mobgrid(1): 5832 3426 1432 
[06/08/2020][11:51:59]  -system err,No empty mobgrid(1): 5841 3425 1459 
[06/08/2020][11:52:11]  -system err,No empty mobgrid(1): 5841 3425 1460 
[06/08/2020][11:52:59]  -system err,No empty mobgrid(1): 5841 3426 1459 
[06/08/2020][11:53:11]  -system err,No empty mobgrid(1): 5841 3425 1459 
[06/08/2020][11:54:47]  -system err,No empty mobgrid(1): 5817 3358 1426 
[06/08/2020][11:55:11]  -system err,No empty mobgrid(1): 5677 3401 1618 
[06/08/2020][11:55:11]  -system err,No empty mobgrid(1): 5815 3424 1460 
[06/08/2020][11
