[06/08/2020][13:40:24]  -system sys,start server 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 3889 2095 1550 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 3890 2117 1552 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 3891 2134 1552 
[06/08/2020][13:40:36]  -system err,No empty mobgrid: 3894 2038 1572 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 5655 3348 1618 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 5965 3390 1088 
[06/08/2020][13:40:36]  -system err,No empty mobgrid(1): 5971 3388 1086 
[06/08/2020][13:40:48]  -system err,No empty mobgrid(1): 466 2536 2084 
[06/08/2020][13:40:48]  -system err,No empty mobgrid(1): 541 2504 1992 
[06/08/2020][13:40:48]  -system err,No empty mobgrid(1): 601 2543 1952 
[06/08/2020][13:40:48]  -system err,No empty mobgrid(1): 602 2543 1941 
[06/08/2020][13:40:48]  -system err,No empty mobgrid(1): 708 2643 2004 
[06/08/2020][13:40:48]  -system err,No empty mobgrid: 791 2467 1837 
[06/08/2020][13:40:48]  -system err,No empty mobgrid(1): 1005 2369 1744 
[06/08/2020][13:40:48]  -system err,No empty mobgrid: 1193 2209 1735 
[06/08/2020][13:40:48]  -system err,No empty mobgrid(1): 1293 1945 1575 
[06/08/2020][13:40:48]  -system err,No empty mobgrid(1): 1297 1969 1621 
[06/08/2020][13:40:48]  -system err,No empty mobgrid: 1351 2012 1740 
[06/08/2020][13:40:48]  -system err,No empty mobgrid(1): 1407 1902 1754 
[06/08/2020][13:40:48]  -system err,No empty mobgrid(1): 1751 170 3788 
[06/08/2020][13:40:48]  -system err,No empty mobgrid(1): 1934 436 3788 
[06/08/2020][13:40:48]  -system err,No empty mobgrid(1): 1949 458 3740 
[06/08/2020][13:40:48]  -system err,No empty mobgrid(1): 2069 707 3771 
[06/08/2020][13:40:48]  -system err,No empty mobgrid(1): 2086 749 3808 
[06/08/2020][13:40:48]  -system err,No empty mobgrid(1): 2229 488 4044 
[06/08/2020][13:40:48]  -system err,No empty mobgrid: 2751 1739 1826 
[06/08/2020][13:40:48]  -system err,No empty mobgrid(1): 2943 1392 4037 
[06/08/2020][13:40:48]  -system err,No empty mobgrid(1): 2965 1418 4002 
[06/08/2020][13:40:48]  -system err,No empty mobgrid(1): 3585 770 4044 
[06/08/2020][13:40:48]  -system err,No empty mobgrid(1): 3852 2113 1634 
[06/08/2020][13:40:48]  -system err,No empty mobgrid(1): 3890 2116 1552 
[06/08/2020][13:40:48]  -system err,No empty mobgrid(1): 3891 2136 1552 
[06/08/2020][13:40:48]  -system err,No empty mobgrid(1): 4036 3623 2821 
[06/08/2020][13:40:48]  -system err,No empty mobgrid(1): 5971 3391 1086 
[06/08/2020][13:41:00]  -system err,No empty mobgrid(1): 261 2344 2158 
[06/08/2020][13:41:00]  -system err,No empty mobgrid: 1198 2209 1689 
[06/08/2020][13:41:00]  -system err,No empty mobgrid(1): 1204 2194 1708 
[06/08/2020][13:41:00]  -system err,No empty mobgrid: 1296 1952 1621 
[06/08/2020][13:41:00]  -system err,No empty mobgrid(1): 1934 436 3788 
[06/08/2020][13:41:00]  -system err,No empty mobgrid(1): 2086 750 3808 
[06/08/2020][13:41:00]  -system err,No empty mobgrid(1): 2626 1128 3732 
[06/08/2020][13:41:00]  -system err,No empty mobgrid(1): 3458 2385 2118 
[06/08/2020][13:41:00]  -system err,No empty mobgrid(1): 3586 780 4068 
[06/08/2020][13:41:00]  -system err,No empty mobgrid(1): 3890 2118 1550 
[06/08/2020][13:41:00]  -system err,No empty mobgrid(1): 3891 2135 1551 
[06/08/2020][13:41:00]  -system err,No empty mobgrid(1): 5971 3390 1087 
[06/08/2020][13:41:12]  -system err,No empty mobgrid(1): 261 2344 2156 
[06/08/2020][13:41:12]  -system err,No empty mobgrid: 1229 2269 1719 
[06/08/2020][13:41:12]  -system err,No empty mobgrid: 1351 2014 1744 
[06/08/2020][13:41:12]  -system err,No empty mobgrid(1): 2223 454 4025 
[06/08/2020][13:41:12]  -system err,No empty mobgrid(1): 2229 488 4043 
[06/08/2020][13:41:12]  -system err,No empty mobgrid(1): 2597 1024 3796 
[06/08/2020][13:41:12]  -system err,No empty mobgrid: 2743 1703 1826 
[06/08/2020][13:41:12]  -system err,No empty mobgrid(1): 3354 1338 1705 
[06/08/2020][13:41:12]  -system err,No empty mobgrid(1): 3511 1332 4041 
[06/08/2020][13:41:12]  -system err,No empty mobgrid(1): 3840 804 4058 
[06/08/2020][13:41:12]  -system err,No empty mobgrid(1): 3891 2136 1551 
[06/08/2020][13:41:12]  -system err,No empty mobgrid(1): 5971 3388 1087 
[06/08/2020][13:41:24]  -system err,No empty mobgrid(1): 2086 750 3808 
[06/08/2020][13:41:24]  -system err,No empty mobgrid(1): 3891 2130 1551 
[06/08/2020][13:41:24]  -system err,No empty mobgrid(1): 4036 3622 2821 
[06/08/2020][13:41:29] IP: 192.168.0.103 ADMIN clo,fd 2-0
