[06/08/2020][13:04:14]  -system sys,start server 
[06/08/2020][13:04:26]  -system err,No empty mobgrid(1): 1924 429 3752 
[06/08/2020][13:04:26]  -system err,No empty mobgrid(1): 1935 427 3784 
[06/08/2020][13:04:26]  -system err,No empty mobgrid(1): 1945 462 3758 
[06/08/2020][13:04:26]  -system err,No empty mobgrid(1): 1963 496 3812 
[06/08/2020][13:04:26]  -system err,No empty mobgrid(1): 2019 596 3772 
[06/08/2020][13:04:26]  -system err,No empty mobgrid(1): 2068 708 3778 
[06/08/2020][13:04:26]  -system err,No empty mobgrid(1): 2086 750 3809 
[06/08/2020][13:04:26]  -system err,No empty mobgrid(1): 2287 1005 4005 
[06/08/2020][13:04:26]  -system err,No empty mobgrid(1): 2302 932 4033 
[06/08/2020][13:04:26]  -system err,No empty mobgrid(1): 2307 952 4002 
[06/08/2020][13:04:26]  -system err,No empty mobgrid(1): 2494 824 3932 
[06/08/2020][13:04:26]  -system err,No empty mobgrid(1): 2608 1070 3737 
[06/08/2020][13:04:26]  -system err,No empty mobgrid(1): 2634 1073 3797 
[06/08/2020][13:04:26]  -system err,No empty mobgrid(1): 2997 1495 4007 
[06/08/2020][13:04:26]  -system err,No empty mobgrid(1): 3051 1397 3790 
[06/08/2020][13:04:26]  -system err,No empty mobgrid(1): 3114 1466 3757 
[06/08/2020][13:04:26]  -system err,No empty mobgrid(1): 3194 1264 1722 
[06/08/2020][13:04:26]  -system err,No empty mobgrid(1): 3375 1299 1678 
[06/08/2020][13:04:26]  -system err,No empty mobgrid(1): 3832 2393 2118 
[06/08/2020][13:04:26]  -system err,No empty mobgrid: 3840 804 4058 
[06/08/2020][13:04:26]  -system err,No empty mobgrid(1): 3852 2112 1636 
[06/08/2020][13:04:26]  -system err,No empty mobgrid(1): 3855 2061 1635 
[06/08/2020][13:04:26]  -system err,No empty mobgrid(1): 3860 2087 1610 
[06/08/2020][13:04:26]  -system err,No empty mobgrid: 3864 2138 1623 
[06/08/2020][13:04:26]  -system err,No empty mobgrid: 3865 2050 1617 
[06/08/2020][13:04:26]  -system err,No empty mobgrid(1): 3871 2107 1594 
[06/08/2020][13:04:26]  -system err,No empty mobgrid(1): 3879 2139 1566 
[06/08/2020][13:04:26]  -system err,No empty mobgrid(1): 3889 2095 1550 
[06/08/2020][13:04:26]  -system err,No empty mobgrid(1): 3890 2117 1552 
[06/08/2020][13:04:26]  -system err,No empty mobgrid(1): 3891 2134 1552 
[06/08/2020][13:04:26]  -system err,No empty mobgrid: 3894 2038 1572 
[06/08/2020][13:04:26]  -system err,No empty mobgrid(1): 5655 3348 1618 
[06/08/2020][13:04:26]  -system err,No empty mobgrid(1): 5965 3390 1088 
[06/08/2020][13:04:26]  -system err,No empty mobgrid(1): 5971 3388 1086 
[06/08/2020][13:04:29] IP: 192.168.0.103 ADMIN clo,fd 2-0 
[06/08/2020][13:04:29] IP: 192.168.0.103 ADMIN CNFAccountLogin Mac: -271216030.113987390.-1693738811.1456405556 
[06/08/2020][13:04:35] IP: 192.168.0.103 ADMIN sta,Login char:TesteBM exp:0 level:1010 conn:1 money:2000000000, store:0 
[06/08/2020][13:04:35]  ADMIN etc,changecity city:0 X:2088 Y:2105 
[06/08/2020][13:04:38]  -system err,No empty mobgrid(1): 223 2350 2129 
[06/08/2020][13:04:38]  -system err,No empty mobgrid(1): 328 2319 2220 
[06/08/2020][13:04:38]  -system err,No empty mobgrid(1): 343 2376 2226 
[06/08/2020][13:04:38]  -system err,No empty mobgrid(1): 387 2446 2124 
[06/08/2020][13:04:38]  -system err,No empty mobgrid(1): 601 2543 1952 
[06/08/2020][13:04:38]  -system err,No empty mobgrid(1): 704 2655 2004 
[06/08/2020][13:04:38]  -system err,No empty mobgrid(1): 793 2481 1830 
[06/08/2020][13:04:38]  -system err,No empty mobgrid(1): 1061 2345 1700 
[06/08/2020][13:04:38]  -system err,No empty mobgrid(1): 1171 2276 1734 
[06/08/2020][13:04:38]  -system err,No empty mobgrid: 1193 2209 1733 
[06/08/2020][13:04:38]  -system err,No empty mobgrid: 1229 2268 1719 
[06/08/2020][13:04:38]  -system err,No empty mobgrid(1): 1233 2268 1693 
[06/08/2020][13:04:38]  -system err,No empty mobgrid(1): 1297 1971 1620 
[06/08/2020][13:04:38]  -system err,No empty mobgrid: 1351 2014 1743 
[06/08/2020][13:04:38]  -system err,No empty mobgrid(1): 1405 1874 1758 
[06/08/2020][13:04:38]  -system err,No empty mobgrid(1): 1774 183 3758 
[06/08/2020][13:04:38]  -system err,No empty mobgrid(1): 1961 486 3804 
[06/08/2020][13:04:38]  -system err,No empty mobgrid(1): 2048 664 3768 
[06/08/2020][13:04:38]  -system err,No empty mobgrid(1): 2239 413 4066 
[06/08/2020][13:04:38]  -system err,No empty mobgrid: 2751 1739 1826 
[06/08/2020][13:04:38]  -system err,No empty mobgrid(1): 3855 2060 1635 
[06/08/2020][13:04:38]  -system err,No empty mobgrid: 3860 2086 1615 
[06/08/2020][13:04:38]  -system err,No empty mobgrid(1): 3890 2119 1550 
[06/08/2020][13:04:38]  -system err,No empty mobgrid(1): 5971 3392 1087 
[06/08/2020][13:04:50]  -system err,No empty mobgrid(1): 267 2354 2168 
[06/08/2020][13:04:50]  -system err,No empty mobgrid(1): 328 2319 2219 
[06/08/2020][13:04:50]  -system err,No empty mobgrid(1): 601 2543 1953 
[06/08/2020][13:04:50]  -system err,No empty mobgrid(1): 1122 2323 1610 
[06/08/2020][13:04:50]  -system err,No empty mobgrid: 1198 2209 1693 
[06/08/2020][13:04:50]  -system err,No empty mobgrid(1): 1292 1956 1562 
[06/08/2020][13:04:50]  -system err,No empty mobgrid(1): 1296 1953 1623 
[06/08/2020][13:04:50]  -system err,No empty mobgrid(1): 1298 1977 1621 
[06/08/2020][13:04:50]  -system err,No empty mobgrid(1): 1774 184 3758 
[06/08/2020][13:04:50]  -system err,No empty mobgrid(1): 2019 596 3771 
[06/08/2020][13:04:50]  -system err,No empty mobgrid(1): 2048 664 3766 
[06/08/2020][13:04:50]  -system err,No empty mobgrid(1): 2086 749 3809 
[06/08/2020][13:04:50]  -system err,No empty mobgrid(1): 2302 932 4034 
[06/08/2020][13:04:50]  -system err,No empty mobgrid(1): 2494 824 3932 
[06/08/2020][13:04:50]  -system err,No empty mobgrid(1): 3458 2384 2117 
[06/08/2020][13:04:50]  -system err,No empty mobgrid(1): 5971 3391 1088 
[06/08/2020][13:05:00] IP: 192.168.0.103 ADMIN sta,Login char:TesteBM exp:0 level:1010 conn:1 money:2000000000, store:0 
[06/08/2020][13:05:00]  ADMIN etc,changecity city:0 X:2091 Y:2106 
[06/08/2020][13:05:02]  -system err,No empty mobgrid(1): 328 2318 2221 
[06/08/20
