[06/08/2020][12:50:29]  -system sys,start server 
[06/08/2020][12:50:41]  -system err,No empty mobgrid(1): 2652 2324 2190 
[06/08/2020][12:50:41]  -system err,No empty mobgrid(1): 2661 2322 2195 
[06/08/2020][12:50:41]  -system err,No empty mobgrid(1): 2974 1473 3987 
[06/08/2020][12:50:41]  -system err,No empty mobgrid(1): 3354 1337 1705 
[06/08/2020][12:50:41]  -system err,No empty mobgrid(1): 3375 1302 1679 
[06/08/2020][12:50:41]  -system err,No empty mobgrid: 3840 804 4058 
[06/08/2020][12:50:41]  -system err,No empty mobgrid(1): 3852 2112 1636 
[06/08/2020][12:50:41]  -system err,No empty mobgrid(1): 3855 2061 1635 
[06/08/2020][12:50:41]  -system err,No empty mobgrid(1): 3860 2087 1610 
[06/08/2020][12:50:41]  -system err,No empty mobgrid: 3864 2138 1623 
[06/08/2020][12:50:41]  -system err,No empty mobgrid: 3865 2050 1617 
[06/08/2020][12:50:41]  -system err,No empty mobgrid(1): 3871 2107 1594 
[06/08/2020][12:50:41]  -system err,No empty mobgrid(1): 3879 2139 1566 
[06/08/2020][12:50:41]  -system err,No empty mobgrid(1): 3889 2095 1550 
[06/08/2020][12:50:41]  -system err,No empty mobgrid(1): 3890 2117 1552 
[06/08/2020][12:50:41]  -system err,No empty mobgrid(1): 3891 2134 1552 
[06/08/2020][12:50:41]  -system err,No empty mobgrid: 3894 2038 1572 
[06/08/2020][12:50:41]  -system err,No empty mobgrid(1): 5655 3348 1618 
[06/08/2020][12:50:41]  -system err,No empty mobgrid(1): 5965 3390 1088 
[06/08/2020][12:50:41]  -system err,No empty mobgrid(1): 5971 3388 1086 
[06/08/2020][12:50:42] IP: 192.168.0.103 ADMIN CNFAccountLogin Mac: -271216030.113987390.-1693738811.1456405556 
[06/08/2020][12:50:49] IP: 192.168.0.103 ADMIN sta,Login char:TesteBM exp:0 level:1010 conn:1 money:2000000000, store:0 
[06/08/2020][12:50:50]  ADMIN etc,changecity city:0 X:2097 Y:2095 
[06/08/2020][12:50:53]  -system err,No empty mobgrid(1): 324 2368 2215 
[06/08/2020][12:50:53]  -system err,No empty mobgrid(1): 337 2318 2222 
[06/08/2020][12:50:53]  -system err,No empty mobgrid(1): 361 2378 2244 
[06/08/2020][12:50:53]  -system err,No empty mobgrid(1): 602 2543 1943 
[06/08/2020][12:50:53]  -system err,No empty mobgrid: 681 2616 2040 
[06/08/2020][12:50:53]  -system err,No empty mobgrid: 790 2454 1834 
[06/08/2020][12:50:53]  -system err,No empty mobgrid: 797 2526 1831 
[06/08/2020][12:50:53]  -system err,No empty mobgrid(1): 878 2628 2050 
[06/08/2020][12:50:53]  -system err,No empty mobgrid(1): 935 2600 2132 
[06/08/2020][12:50:53]  -system err,No empty mobgrid(1): 1005 2369 1743 
[06/08/2020][12:50:53]  -system err,No empty mobgrid(1): 1181 2252 1748 
[06/08/2020][12:50:53]  -system err,No empty mobgrid: 1193 2209 1737 
[06/08/2020][12:50:53]  -system err,No empty mobgrid(1): 1233 2268 1691 
[06/08/2020][12:50:53]  -system err,No empty mobgrid(1): 1289 1975 1558 
[06/08/2020][12:50:53]  -system err,No empty mobgrid(1): 1293 1944 1572 
[06/08/2020][12:50:53]  -system err,No empty mobgrid(1): 1337 1984 1682 
[06/08/2020][12:50:53]  -system err,No empty mobgrid(1): 1345 1984 1722 
[06/08/2020][12:50:53]  -system err,No empty mobgrid(1): 1415 1867 1695 
[06/08/2020][12:50:53]  -system err,No empty mobgrid(1): 1467 2192 1484 
[06/08/2020][12:50:53]  -system err,No empty mobgrid(1): 1901 387 3816 
[06/08/2020][12:50:53]  -system err,No empty mobgrid(1): 1945 462 3758 
[06/08/2020][12:50:53]  -system err,No empty mobgrid(1): 2048 664 3767 
[06/08/2020][12:50:53]  -system err,No empty mobgrid(1): 2239 411 4066 
[06/08/2020][12:50:53]  -system err,No empty mobgrid(1): 2523 799 3890 
[06/08/2020][12:50:53]  -system err,No empty mobgrid(1): 2597 1025 3795 
[06/08/2020][12:50:53]  -system err,No empty mobgrid(1): 2644 1116 3785 
[06/08/2020][12:50:53]  -system err,No empty mobgrid(1): 2953 1434 4072 
[06/08/2020][12:50:53]  -system err,No empty mobgrid(1): 3724 3733 3495 
[06/08/2020][12:50:53]  -system err,No empty mobgrid: 3879 2138 1570 
[06/08/2020][12:50:53]  -system err,No empty mobgrid(1): 3891 2133 1551 
[06/08/2020][12:50:53]  -system err,No empty mobgrid(1): 4003 3790 2937 
[06/08/2020][12:50:53]  -system err,No empty mobgrid(1): 4036 3622 2823 
[06/08/2020][12:50:53]  -system err,No empty mobgrid(1): 5655 3348 1618 
[06/08/2020][12:50:53]  -system err,No empty mobgrid(1): 5965 3391 1088 
[06/08/2020][12:50:53]  -system err,No empty mobgrid(1): 5971 3391 1087 
[06/08/2020][12:51:02] IP: 192.168.0.103 ADMIN etc,reqteleport char:TesteBM X:1044 Y:1726 price:700 
[06/08/2020][12:51:05]  -system err,No empty mobgrid(1): 1005 2369 1744 
[06/08/2020][12:51:05]  -system err,No empty mobgrid(1): 1298 1979 1621 
[06/08/2020][12:51:05]  -system err,No empty mobgrid(1): 1542 2244 1302 
[06/08/2020][12:51:05]  -system err,No empty mobgrid(1): 1901 387 3816 
[06/08/2020][12:51:05]  -system err,No empty mobgrid(1): 3458 2384 2118 
[06/08/2020][12:51:05]  -system err,No empty mobgrid(1): 3586 780 4064 
[06/08/2020][12:51:05]  -system err,No empty mobgrid(1): 4106 3542 2896 
[06/08/2020][12:51:05]  -system err,No empty mobgrid(1): 5655 3346 1618 
[06/08/2020][12:51:05]  -system err,No empty mobgrid(1): 5965 3393 1088 
[06/08/2020][12:51:05]  -system err,No empty mobgrid(1): 5971 3392 1088 
[06/08/2020][12:51:09] IP: 192.168.0.103 ADMIN etc,reqteleport char:TesteBM X:2117 Y:2101 price:0 
[06/08/2020][12:51:09]  ADMIN etc,changecity city:0 X:2117 Y:2101 
[06/08/2020][12:51:17]  -system err,No empty mobgrid(1): 1061 2341 1700 
[06/08/2020][12:51:17]  -system err,No empty mobgrid: 1181 2251 1748 
[06/08/2020][12:51:17]  -system err,No empty mobgrid(1): 1297 1969 1621 
[06/08/2020][12:51:17]  -system err,No empty mobgrid(1): 1415 1867 1695 
[06/08/2020][12:51:17]  -system err,No empty mobgrid(1): 2541 927 3810 
[06/08/2020][12:51:17]  -system err,No empty mobgrid(1): 3375 1302 1679 
[06/08/2020][12:51:17]  -system err,No empty mobgrid(1): 3511 1333 4041 
[06/08/2020][12:51:17]  -system err,No empty mobgrid(1): 5965 3390 1089 
[06/08/2020][12:51:17]  -system err,No empty mobgrid(1): 5971 3391 1088 
[06/08/2020][12:51:29]  -system err,No empty mobgrid(1): 1298 1976 1620 
[06/08/2020][12:51:29]  -system err,No empty mobgrid(1): 3586 780 4068 
[06/08/2020][12:51:29]  -system err,No empty mobgrid(1): 4036 3621 2822 
[06/08/2020][12:51:29]  -system err,No empty mobgrid(1): 5965 3393 1088 
[06/08/2020][12:51:29]  -system err,No empty mobgrid(1): 5971 3391 1086 
[06/08/2020][12:51:41]  -system err,No empty mobgrid(1): 1293 1944 1572 
[06/08/2020][12:51:41]  -system err,No empty mobgrid(1): 1297 1971 1621 
[06/08/2020][12:51:41]  -system err,No empty mobgrid(1): 1415 1867 1695 
[06/08/2020][12:51:41]  -system err,No empty mobgrid(1): 2523 799 3888 
[06/08/2020][12:51:41]  -system err,No empty mobgrid(1): 3511 1332 4040 
[06/08/2020][12:51:41]  -system err,No empty mobgrid(1): 5971 3390 1086 
[06/08/2020][12:51:53]  -system err,No empty mobgrid(1): 1298 1982 1621 
[06/08/2020][12:51:53]  -system err,No empty mobgrid(1): 5971 3388 1086 
[06/08/2020][12:52:05]  -system err,No empty mobgrid(1): 1293 1946 1572 
[06/08/2020][12:52:05]  -system err,No empty mobgrid(1): 1297 1968 1624 
[06/08/2020][12:52:05]  -system err,No empty mobgrid(1): 3511 1332 4039 
[06/08/2020][12:52:05]  -system err,No empty mobgrid(1): 4036 3622 2822 
[06/08/2020][12:52:05]  -system err,No empty mobgrid(1): 5971 3390 1088 
[06/08/2020][12:52:17]  -system err,No empty mobgrid(1): 3488 619 3757 
[06/08/2020][12:52:17]  -system err,No empty mobgrid(1): 5971 3390 1086 
[06/08/2020][12:52:29]  -system err,No empty mobgrid(1): 1297 1968 1625 
[06/08/2020][12:52:29]  -system err,No empty mobgrid(1): 1709 143 3796 
[06/08/2020][12:52:29]  -system err,No empty mobgrid(1): 3511 1333 4040 
[06/08/2020][12:52:29]  -system err,No empty mobgrid(1): 5971 3388 1086 
[06/08/2020][12:52:41]  -system err,No empty mobgrid(1): 1298 1980 1621 
[06/08/2020][12:52:41]  -system err,No empty mobgrid(1): 4036 3623 2822 
[06/08/2020][12:52:41]  -system err,No empty mobgrid(1): 5971 3390 1087 
[06/08/2020][12:52:53]  -system err,No empty mobgrid(1): 1297 1970 1623 
[06/08/2020][12:52:53]  -system err,No empty mobgrid(1): 5971 3391 1089 
[06/08/2020][12:53:05]  -system err,No empty mobgrid(1): 5971 3392 1089 
[06/08/2020][12:53:17]  -system err,No empty mobgrid(1): 1297 1969 1623 
[06/08/2020][12:53:17]  -system err,No empty mobgrid(1): 5971 3392 1087 
[06/08/2020][12:53:29]  -system err,No empty mobgrid(1): 5841 3425 1459 
[06/08/2020][12:53:29]  -system err,No empty mobgrid(1): 5971 3392 1088 
[06/08/2020][12:53:41]  -system err,No empty mobgrid(1): 1297 1967 1621 
[06/08/2020][12:53:41]  -system err,No empty mobgrid(1): 5971 3390 1089 
[06/08/2020][12:53:53]  -system err,No empty mobgrid(1): 5971 3390 1086 
[06/08/2020][12:54:05]  -system err,No empty mobgrid(1): 5971 3389 1086 
[06/08/2020][12:54:17]  -system err,No empty mobgrid(1): 5841 3426 1459 
[06/08/2020][12:54:17]  -system err,No empty mobgrid(1): 5971 3388 1088 
[06/08/2020][12:54:29]  -system err,No empty mobgrid(1): 5841 3426 1459 
[06/08/2020][12:54:41]  -system err,No empty mobgrid: 3488 622 3757 
[06/08/2020][12:55:05]  -system err,No empty mobgrid(1): 5655 3347 1618 
[06/08/2020][12:55:05]  -system err,No empty mobgrid(1): 5677 3400 1618 
[06/08/2020][12:55:05]  -system err,No empty mobgrid(1): 5841 3425 1460 
[06/08/2020][12:55:05]  -system err,No empty mobgrid(1): 5965 3391 1086 
[06/08/2020][12:55:05]  -system err,No empty mobgrid(1): 5971 3392 1087 
[06/08/2020][12:55:17]  -system err,No empty mobgrid(1): 5677 3401 1618 
[06/08/2020][12:55:17]  -system err,No empty mobgrid(1): 5971 3389 1088 
[0
