[06/08/2020][13:17:56]  -system sys,start server 
[06/08/2020][13:18:08]  -system err,No empty mobgrid(1): 3832 2393 2118 
[06/08/2020][13:18:08]  -system err,No empty mobgrid: 3840 804 4058 
[06/08/2020][13:18:08]  -system err,No empty mobgrid(1): 3852 2112 1636 
[06/08/2020][13:18:08]  -system err,No empty mobgrid(1): 3855 2061 1635 
[06/08/2020][13:18:08]  -system err,No empty mobgrid(1): 3860 2087 1610 
[06/08/2020][13:18:08]  -system err,No empty mobgrid: 3864 2138 1623 
[06/08/2020][13:18:08]  -system err,No empty mobgrid: 3865 2050 1617 
[06/08/2020][13:18:08]  -system err,No empty mobgrid(1): 3871 2107 1594 
[06/08/2020][13:18:08]  -system err,No empty mobgrid(1): 3879 2139 1566 
[06/08/2020][13:18:08]  -system err,No empty mobgrid(1): 3889 2095 1550 
[06/08/2020][13:18:08]  -system err,No empty mobgrid(1): 3890 2117 1552 
[06/08/2020][13:18:08]  -system err,No empty mobgrid(1): 3891 2134 1552 
[06/08/2020][13:18:08]  -system err,No empty mobgrid: 3894 2038 1572 
[06/08/2020][13:18:08]  -system err,No empty mobgrid(1): 5655 3348 1618 
[06/08/2020][13:18:08]  -system err,No empty mobgrid(1): 5965 3390 1088 
[06/08/2020][13:18:08]  -system err,No empty mobgrid(1): 5971 3388 1086 
[06/08/2020][13:18:19] IP: 192.168.0.103 ADMIN CNFAccountLogin Mac: -271216030.113987390.-1693738811.1456405556 
[06/08/2020][13:18:20]  -system err,No empty mobgrid(1): 258 2388 2158 
[06/08/2020][13:18:20]  -system err,No empty mobgrid(1): 688 2618 2024 
[06/08/2020][13:18:20]  -system err,No empty mobgrid(1): 797 2526 1833 
[06/08/2020][13:18:20]  -system err,No empty mobgrid(1): 1031 2408 1687 
[06/08/2020][13:18:20]  -system err,No empty mobgrid: 1061 2344 1702 
[06/08/2020][13:18:20]  -system err,No empty mobgrid: 1231 2255 1735 
[06/08/2020][13:18:20]  -system err,No empty mobgrid(1): 1297 1969 1624 
[06/08/2020][13:18:20]  -system err,No empty mobgrid(1): 1401 1889 1677 
[06/08/2020][13:18:20]  -system err,No empty mobgrid(1): 1405 1878 1758 
[06/08/2020][13:18:20]  -system err,No empty mobgrid(1): 1419 1862 1714 
[06/08/2020][13:18:20]  -system err,No empty mobgrid(1): 1467 2192 1485 
[06/08/2020][13:18:20]  -system err,No empty mobgrid(1): 2019 596 3770 
[06/08/2020][13:18:20]  -system err,No empty mobgrid(1): 2050 682 3788 
[06/08/2020][13:18:20]  -system err,No empty mobgrid(1): 2086 749 3808 
[06/08/2020][13:18:20]  -system err,No empty mobgrid(1): 2212 408 3994 
[06/08/2020][13:18:20]  -system err,No empty mobgrid(1): 2229 488 4040 
[06/08/2020][13:18:20]  -system err,No empty mobgrid(1): 2239 411 4066 
[06/08/2020][13:18:20]  -system err,No empty mobgrid(1): 3070 1402 3752 
[06/08/2020][13:18:20]  -system err,No empty mobgrid(1): 3313 1536 1764 
[06/08/2020][13:18:20]  -system err,No empty mobgrid(1): 3511 1332 4042 
[06/08/2020][13:18:20]  -system err,No empty mobgrid(1): 3889 2096 1551 
[06/08/2020][13:18:20]  -system err,No empty mobgrid(1): 3890 2114 1550 
[06/08/2020][13:18:20]  -system err,No empty mobgrid(1): 3904 3661 3067 
[06/08/2020][13:18:26] IP: 192.168.0.103 ADMIN sta,Login char:xcvxcv exp:0 level:400 conn:1 money:2000000000, store:0 
[06/08/2020][13:18:26]  ADMIN etc,changecity city:0 X:2093 Y:2096 
[06/08/2020][13:18:32]  -system err,No empty mobgrid(1): 223 2350 2132 
[06/08/2020][13:18:32]  -system err,No empty mobgrid(1): 267 2354 2168 
[06/08/2020][13:18:32]  -system err,No empty mobgrid(1): 1340 1996 1694 
[06/08/2020][13:18:32]  -system err,No empty mobgrid(1): 2086 749 3809 
[06/08/2020][13:18:32]  -system err,No empty mobgrid(1): 2239 412 4066 
[06/08/2020][13:18:32]  -system err,No empty mobgrid(1): 2626 1128 3731 
[06/08/2020][13:18:32]  -system err,No empty mobgrid(1): 2636 1079 3814 
[06/08/2020][13:18:32]  -system err,No empty mobgrid(1): 2642 1129 3754 
[06/08/2020][13:18:32]  -system err,No empty mobgrid(1): 3458 2385 2117 
[06/08/2020][13:18:32]  -system err,No empty mobgrid(1): 3605 2450 4010 
[06/08/2020][13:18:33]  -system err,standingby processer delete hp zero mob 
[06/08/2020][13:18:33]  -system err,standingby processer delete hp zero mob 
[06/08/2020][13:18:34]  -system err,standingby processer delete hp zero mob 
[06/08/2020][13:18:34]  -system err,standingby processer delete hp zero mob 
[06/08/2020][13:18:34]  -system err,standingby processer delete hp zero mob 
[06/08/2020][13:18:34]  -system err,standingby processer delete hp zero mob 
[06/08/2020][13:18:35]  -system err,standingby processer delete hp zero mob 
[06/08/2020][13:18:35]  -system err,standingby processer delete hp zero mob 
[06/08/2020][13:18:44]  -system err,No empty mobgrid(1): 223 2350 2132 
[06/08/2020][13:18:44]  -system err,No empty mobgrid(1): 1205 2194 1704 
[06/08/2020][13:18:44]  -system err,No empty mobgrid(1): 1229 2269 1719 
[06/08/2020][13:18:44]  -system err,No empty mobgrid(1): 1297 1972 1623 
[06/08/2020][13:18:44]  -system err,No empty mobgrid(1): 2523 799 3890 
[06/08/2020][13:18:44]  -system err,No empty mobgrid(1): 2541 927 3810 
[06/08/2020][13:18:44]  -system err,No empty mobgrid(1): 3235 1378 1855 
[06/08/2020][13:18:44]  -system err,No empty mobgrid(1): 3313 1536 1764 
[06/08/2020][13:18:44]  -system err,No empty mobgrid(1): 5841 3425 1459 
[06/08/2020][13:18:56]  -system err,No empty mobgrid(1): 1298 1982 1622 
[06/0
