[06/08/2020][13:32:10]  -system sys,start server 
[06/08/2020][13:32:22]  -system err,No empty mobgrid(1): 2016 588 3777 
[06/08/2020][13:32:22]  -system err,No empty mobgrid(1): 2050 682 3788 
[06/08/2020][13:32:22]  -system err,No empty mobgrid(1): 2086 749 3808 
[06/08/2020][13:32:22]  -system err,No empty mobgrid(1): 2119 491 3876 
[06/08/2020][13:32:22]  -system err,No empty mobgrid(1): 2234 479 4063 
[06/08/2020][13:32:22]  -system err,No empty mobgrid(1): 2268 954 4072 
[06/08/2020][13:32:22]  -system err,No empty mobgrid(1): 2544 917 3803 
[06/08/2020][13:32:22]  -system err,No empty mobgrid: 2869 1196 4023 
[06/08/2020][13:32:22]  -system err,No empty mobgrid(1): 2974 1473 3987 
[06/08/2020][13:32:22]  -system err,No empty mobgrid(1): 2982 1462 4024 
[06/08/2020][13:32:22]  -system err,No empty mobgrid(1): 3060 1379 3745 
[06/08/2020][13:32:22]  -system err,No empty mobgrid(1): 3070 1403 3753 
[06/08/2020][13:32:22]  -system err,No empty mobgrid: 3168 1181 1728 
[06/08/2020][13:32:22]  -system err,No empty mobgrid(1): 3194 1264 1722 
[06/08/2020][13:32:22]  -system err,No empty mobgrid(1): 3375 1299 1678 
[06/08/2020][13:32:22]  -system err,No empty mobgrid(1): 3832 2393 2118 
[06/08/2020][13:32:22]  -system err,No empty mobgrid: 3840 804 4058 
[06/08/2020][13:32:22]  -system err,No empty mobgrid(1): 3852 2112 1636 
[06/08/2020][13:32:22]  -system err,No empty mobgrid(1): 3855 2061 1635 
[06/08/2020][13:32:22]  -system err,No empty mobgrid(1): 3860 2087 1610 
[06/08/2020][13:32:22]  -system err,No empty mobgrid: 3864 2138 1623 
[06/08/2020][13:32:22]  -system err,No empty mobgrid: 3865 2050 1617 
[06/08/2020][13:32:22]  -system err,No empty mobgrid(1): 3871 2107 1594 
[06/08/2020][13:32:22]  -system err,No empty mobgrid(1): 3879 2139 1566 
[06/08/2020][13:32:22]  -system err,No empty mobgrid(1): 3889 2095 1550 
[06/08/2020][13:32:22]  -system err,No empty mobgrid(1): 3890 2117 1552 
[06/08/2020][13:32:22]  -system err,No empty mobgrid(1): 3891 2134 1552 
[06/08/2020][13:32:22]  -system err,No empty mobgrid: 3894 2038 1572 
[06/08/2020][13:32:22]  -system err,No empty mobgrid(1): 5655 3348 1618 
[06/08/2020][13:32:22]  -system err,No empty mobgrid(1): 5965 3390 1088 
[06/08/2020][13:32:22]  -system err,No empty mobgrid(1): 5971 3388 1086 
[06/08/2020][13:32:26] IP: 192.168.0.103 ADMIN sta,Login char:xcvxcv exp:0 level:400 conn:1 money:2000000000, store:0 
[06/08/2020][13:32:26]  ADMIN etc,changecity city:0 X:2093 Y:2093 
[06/08/2020][13:32:34]  -system err,No empty mobgrid(1): 268 2361 2170 
[06/08/2020][13:32:34]  -system err,No empty mobgrid(1): 426 2468 2084 
[06/08/2020][13:32:34]  -system err,No empty mobgrid: 541 2504 1992 
[06/08/2020][13:32:34]  -system err,No empty mobgrid(1): 606 2564 2022 
[06/08/2020][13:32:34]  -system err,No empty mobgrid: 796 2513 1833 
[06/08/2020][13:32:34]  -system err,No empty mobgrid(1): 797 2526 1834 
[06/08/2020][13:32:34]  -system err,No empty mobgrid(1): 1205 2195 1703 
[06/08/2020][13:32:34]  -system err,No empty mobgrid(1): 1293 1944 1574 
[06/08/2020][13:32:34]  -system err,No empty mobgrid(1): 1297 1967 1624 
[06/08/2020][13:32:34]  -system err,No empty mobgrid(1): 1331 2020 1678 
[06/08/2020][13:32:34]  -system err,No empty mobgrid(1): 1337 1984 1683 
[06/08/2020][13:32:34]  -system err,No empty mobgrid: 1343 1984 1710 
[06/08/2020][13:32:34]  -system err,No empty mobgrid(1): 1379 1956 1730 
[06/08/2020][13:32:34]  -system err,No empty mobgrid(1): 1415 1867 1695 
[06/08/2020][13:32:34]  -system err,No empty mobgrid(1): 1467 2192 1488 
[06/08/2020][13:32:34]  -system err,No empty mobgrid(1): 1972 400 3826 
[06/08/2020][13:32:34]  -system err,No empty mobgrid(1): 2016 587 3779 
[06/08/2020][13:32:34]  -system err,No empty mobgrid(1): 2069 707 3771 
[06/08/2020][13:32:34]  -system err,No empty mobgrid(1): 2086 749 3808 
[06/08/2020][13:32:34]  -system err,No empty mobgrid(1): 2239 413 4066 
[06/08/2020][13:32:34]  -system err,No empty mobgrid: 2869 1196 4023 
[06/08/2020][13:32:34]  -system err,No empty mobgrid(1): 2973 1463 3987 
[06/08/2020][13:32:34]  -system err,No empty mobgrid: 3463 2388 2082 
[06/08/2020][13:32:34]  -system err,No empty mobgrid(1): 3485 471 3888 
[06/08/2020][13:32:34]  -system err,No empty mobgrid(1): 3511 1332 4040 
[06/08/2020][13:32:34]  -system err,No empty mobgrid: 3860 2086 1612 
[06/08/2020][13:32:34]  -system err,No empty mobgrid(1): 3871 2108 1595 
[06/08/2020][13:32:34]  -system err,No empty mobgrid(1): 3879 2138 1569 
[06/08/2020][13:32:34]  -system err,No empty mobgrid(1): 3889 2095 1551 
[06/08/2020][13:32:34]  -system err,No empty mobgrid(1): 3891 2133 1552 
[06/08/2020][13:32:34]  -system err,No empty mobgrid(1): 4036 3622 2822 
[06/08/2020][13:32:34]  -system err,No empty mobgrid(1): 5965 3392 1087 
[06/08/2020][13:32:46]  -system err,No empty mobgrid(1): 230 2363 2148 
[06/08/2020][13:32:46]  -system err,No empty mobgrid(1): 708 2640 2004 
[06/08/2020][13:32:46]  -system err,No empty mobgrid(1): 1204 2198 1710 
[06/08/2020][13:32:46]  -system err,No empty mobgrid(1): 1300 1962 1632 
[06/08/2020][13:32:46]  -system err,No empty mobgrid: 1340 1996 1694 
[06/08/2020][13:32:46]  -system err,No empty mobgrid(1): 3458 2384 2118 
[06/08/2020][13:32:46]  -system err,No empty mobgrid(1): 3510 1338 4032 
[06/08/2020][13:32:46]  -system err,No empty mobgrid(1): 3586 778 4064 
[06/08/2020][13:32:46]  -system err,No empty mobgrid(1): 3792 2232 3628 
[06/08/2020][13:32:46]  -system err,No empty mobgrid(1): 3889 2096 1552 
[06/08/2020][13:32:46]  -system err,No empty mobgrid(1): 4064 3668 2770 
[06/08/2020][13:32:46]  -system err,No empty mobgrid(1): 5965 3393 1088 
[06/08/2020][13:32:58]  -system err,No empty mobgrid(1): 230 2366 2148 
[06/08/2020][13:32:58]  -system err,No empty mobgrid: 1199 2209 1683 
[06/08/2020][13:32:58]  -system err,No empty mobgrid(1): 2523 799 3889 
[06/08/2020][13:32:58]  -system err,No empty mobgrid(1): 2597 1024 3796 
[06/08/2020][13:32:58]  -system err,No empty mobgrid: 2743 1703 1826 
[06/08/2020][13:32:58]  -system err,No empty mobgrid(1): 3375 1301 1679 
[06/08/2020][13:32:58]  -system err,No empty mobgrid(1): 3511 1332 4042 
[06/08/2020][13:32:58]  -system err,No empty mobgrid(1): 3889 2101 1551 
[06/08/2020][13:33:10]  -system err,No empty mobgrid(1): 1300 1962 1634 
[06/08/2020][13:33:10]  -system err,No em
