[06/08/2020][13:25:47]  -system sys,start server 
[06/08/2020][13:25:59]  -system err,No empty mobgrid(1): 3889 2095 1550 
[06/08/2020][13:25:59]  -system err,No empty mobgrid(1): 3890 2117 1552 
[06/08/2020][13:25:59]  -system err,No empty mobgrid(1): 3891 2134 1552 
[06/08/2020][13:25:59]  -system err,No empty mobgrid: 3894 2038 1572 
[06/08/2020][13:25:59]  -system err,No empty mobgrid(1): 5655 3348 1618 
[06/08/2020][13:25:59]  -system err,No empty mobgrid(1): 5965 3390 1088 
[06/08/2020][13:25:59]  -system err,No empty mobgrid(1): 5971 3388 1086 
[06/08/2020][13:26:04] IP: 192.168.0.103 ADMIN CNFAccountLogin Mac: -271216030.113987390.-1693738811.1456405556 
[06/08/2020][13:26:10] IP: 192.168.0.103 ADMIN sta,Login char:xcvxcv exp:0 level:400 conn:1 money:2000000000, store:0 
[06/08/2020][13:26:11]  -system err,No empty mobgrid(1): 324 2368 2213 
[06/08/2020][13:26:11]  -system err,No empty mobgrid(1): 337 2319 2220 
[06/08/2020][13:26:11]  -system err,No empty mobgrid(1): 467 2534 2094 
[06/08/2020][13:26:11]  -system err,No empty mobgrid(1): 605 2533 1938 
[06/08/2020][13:26:11]  -system err,No empty mobgrid(1): 700 2664 2004 
[06/08/2020][13:26:11]  -system err,No empty mobgrid(1): 704 2651 2004 
[06/08/2020][13:26:11]  -system err,No empty mobgrid(1): 798 2535 1832 
[06/08/2020][13:26:11]  -system err,No empty mobgrid(1): 1049 2355 1700 
[06/08/2020][13:26:11]  -system err,No empty mobgrid(1): 1173 2276 1719 
[06/08/2020][13:26:11]  -system err,No empty mobgrid(1): 1174 2276 1708 
[06/08/2020][13:26:11]  -system err,No empty mobgrid(1): 1205 2194 1700 
[06/08/2020][13:26:11]  -system err,No empty mobgrid(1): 1297 1971 1623 
[06/08/2020][13:26:11]  -system err,No empty mobgrid(1): 1457 1810 1758 
[06/08/2020][13:26:11]  -system err,No empty mobgrid(1): 2048 664 3768 
[06/08/2020][13:26:11]  -system err,No empty mobgrid(1): 2086 750 3809 
[06/08/2020][13:26:11]  -system err,No empty mobgrid(1): 2523 799 3890 
[06/08/2020][13:26:11]  -system err,No empty mobgrid(1): 2927 1356 3988 
[06/08/2020][13:26:11]  -system err,No empty mobgrid: 3169 1181 1715 
[06/08/2020][13:26:11]  -system err,No empty mobgrid(1): 3511 1333 4041 
[06/08/2020][13:26:11]  -system err,No empty mobgrid(1): 3774 1979 1588 
[06/08/2020][13:26:11]  -system err,No empty mobgrid(1): 3835 2386 2126 
[06/08/2020][13:26:11]  -system err,No empty mobgrid(1): 3852 2112 1640 
[06/08/2020][13:26:11]  -system err,No empty mobgrid(1): 3871 2105 1596 
[06/08/2020][13:26:11]  -system err,No empty mobgrid(1): 4036 3621 2824 
[06/08/2020][13:26:11]  -system err,No empty mobgrid(1): 5655 3346 1618 
[06/08/2020][13:26:11]  ADMIN etc,changecity city:0 X:2097 Y:2095 
[06/08/2020][13:26:17] IP: 192.168.0.103 ADMIN clo,fd 22-2 
[06/08/2020][13:26:17] IP: 192.168.0.103 ADMIN etc,charlogout conn:1 name:xcvxcv 
[06/08/2020][13:26:23]  -system err,No empty mobgrid(1): 267 2354 2168 
[06/08/2020][13:26:23]  -system err,No empty mobgrid(1): 700 2666 2004 
[06/08/2020][13:26:23]  -system err,No empty mobgrid: 798 2535 1832 
[06/08/2020][13:26:23]  -system err,No empty mobgrid(1): 1122 2323 1610 
[06/08/2020][13:26:23]  -system err,No empty mobgrid(1): 1298 1981 1622 
[06/08/2020][13:26:23]  -system err,No empty mobgrid(1): 2019 596 3770 
[06/08/2020][13:26:23]  -system err,No empty mobgrid(1): 2086 749 3809 
[06/08/2020][13:26:23]  -system err,No empty mobgrid(1): 2633 1064 3810 
[06/08/2020][13:26:23]  -system err,No empty mobgrid(1): 2642 1128 3754 
[06/08/2020][13:26:23]  -system err,No empty mobgrid(1): 3852 2112 1639 
[06/08/2020][13:26:23]  -system err,No empty mobgrid(1): 3871 2103 1596 
[06/08/2020][13:26:23]  -system err,No empty mobgrid(1): 4064 3668 2770 
[06/08/2020][13:26:23]  -system err,No empty mobgrid(1): 4106 3543 2895 
[06/08/2020][13:26:35]  -system err,No empty mobgrid(1): 1053 2334 1745 
[06/08/2020][13:26:35]  -system err,No empty mobgrid: 1197 2209 1704 
[06/08/2020][13:26:35]  -system err,No empty mobgrid(1): 1293 1945 1576 
[06/08/2020][13:26:35]  -system err,No empty mobgrid(1): 1297 1969 1620 
[06/08/2020][13:26:35]  -system err,No empty mobgrid(1): 2019 596 3772 
[06/08/2020][13:26:35]  -system err,No empty mobgrid(1): 2229 488 4043 
[06/08/2020][13:26:35]  -system err,No empty mobgrid(1): 3375 1300 1678 
[06/08/2020][13:26:35]  -system err,No empty mobgrid(1): 3852 2118 1635 
[06/08/2020][13:26:35]  -system err,No empty mobgrid(1): 5841 3426 1459 
[06/08/2020][13:26:35] IP: 192.168.0.103 ADMIN CNFAccountLogin Mac: -271216030.113987390.-1693738811.145
