[06/08/2020][12:47:26]  -system sys,start server 
[06/08/2020][12:47:50]  -system err,No empty mobgrid(1): 2231 488 4036 
[06/08/2020][12:47:50]  -system err,No empty mobgrid(1): 2268 954 4072 
[06/08/2020][12:47:50]  -system err,No empty mobgrid(1): 2949 1404 4057 
[06/08/2020][12:47:50]  -system err,No empty mobgrid(1): 2953 1434 4072 
[06/08/2020][12:47:50]  -system err,No empty mobgrid(1): 3070 1403 3753 
[06/08/2020][12:47:50]  -system err,No empty mobgrid(1): 3511 1332 4039 
[06/08/2020][12:47:50]  -system err,No empty mobgrid(1): 3585 770 4044 
[06/08/2020][12:47:50]  -system err,No empty mobgrid(1): 3852 2113 1634 
[06/08/2020][12:47:50]  -system err,No empty mobgrid(1): 3890 2116 1552 
[06/08/2020][12:47:50]  -system err,No empty mobgrid(1): 3891 2136 1552 
[06/08/2020][12:47:50]  -system err,No empty mobgrid(1): 4036 3623 2821 
[06/08/2020][12:47:50]  -system err,No empty mobgrid(1): 5971 3391 1086 
[06/08/2020][12:47:58] IP: 192.168.0.103 ADMIN clo,fd 22-2 
[06/08/2020][12:47:58] IP: 192.168.0.103 ADMIN etc,charlogout conn:1 name:TesteBM 
[06/08/2020][12:48:02]  -system err,No empty mobgrid(1): 1230 2251 1735 
[06/08/2020][12:48:02]  -system err,No empty mobgrid(1): 1298 1981 1620 
[06/08/2020][12:48:02]  -system err,No empty mobgrid(1): 2050 682 3788 
[06/08/2020][12:48:02]  -system err,No empty mobgrid(1): 2642 1129 3754 
[06/08/2020][12:48:02]  -system err,No empty mobgrid(1): 2974 1472 3986 
[06/08/2020][12:48:02]  -system err,No empty mobgrid(1): 3452 1241 1719 
[06/08/2020][12:48:02]  -system err,No empty mobgrid(1): 3605 2450 4010 
[06/08/2020][12:48:02]  -system err,No empty mobgrid(1): 3852 2118 1634 
[06/08/2020][12:48:02]  -system err,No empty mobgrid(1): 3890 2114 1551 
[06/08/2020][12:48:02]  -system err,No empty mobgrid(1): 3891 2135 1550 
[06/08/2020][12:48:02]  -system err,No empty mobgrid(1): 5791 3358 1426 
[06/08/2020][12:48:02]  -system err,No empty mobgrid(1): 5971 3388 1089 
[06/08/2020][12:48:14]  -system err,No empty mobgrid(1): 1061 2345 1700 
[06/08/2020][12:48:14]  -system err,No empty mobgrid(1): 1205 2194 1702 
[06/08/2020][12:48:14]  -system err,No empty mobgrid(1): 1297 1969 1622 
[06/08/2020][12:48:14]  -system err,No empty mobgrid(1): 1337 1984 1684 
[06/08/2020][12:48:14]  -system err,No empty mobgrid(1): 2229 488 4042 
[06/08/2020][12:48:14]  -system err,No empty mobgrid(1): 2231 488 4036 
[06/08/2020][12:48:14]  -system err,No empty mobgrid(1): 2597 1025 3796 
[06/08/2020][12:48:14]  -system err,No empty mobgrid(1): 3852 2113 1639 
[06/08/2020][12:48:14]  -system err,No empty mobgrid(1): 5971 3388 1088 
[06/08/2020][12:48:26]  -system err,No empty mobgrid(1): 2974 1474 3986 
[06/08/2020][12:48:26]  -system err,No empty mobgrid(1): 3852 2114 1636 
[06/08/2020][12:48:26]  -system err,No empty mobgrid(1): 5971 3388 1085 
[06/08/2020][12:48:38]  -system err,No empty mobgrid(1): 1205 2195 1699 
[06/08/2020][12:48:38]  -system err,No empty mobgrid(1): 2245 404 4046 
[06/08/2020][12:48:38]  -system err,No empty mobgrid(1): 3852 2118 1635 
[06/08/2020][1
