2458	1986	1	-40	10	조합원엠피스
2456	2010	1	-80	-5	마운트마스터
2468	2006	1	-30	-13	상인파르체
2468	2002	1	0	-5	상인조합
2466	1990	1	-55	-5	창고지기
2466	2018	1	-70	-5	마운트캡터
2457	2017	3	-70	-5	텔레포트존
2475	2010	2	-28	-15	필드입구
2466	1988	1	-50	5	프리미엄상인넬
1056	1738	1	0	-5	벨룬드
1064	1738	1	0	-5	헤스티아
1048	1744	1	-25	6	안젤라
1060	1744	1	-82	-5	조합원주디스
1068	1744	1	-30	-15	상인프로나
1045	1725	3	0	-5	아르미아
1045	1717	3	0	-5	아즈란
1045	1709	3	0	-5	에리온
1046	1690	2	-30	-15	토르의제단
1130	1707	2	0	0	노아툰사막입구
1314	1900	2	0	0	케프라던전입구
148	3772	2	0	0	필드입구
148	3780	2	0	0	던전2층입구
747	3816	2	0	0	던전2층입구
410	4072	2	0	0	던전2층입구
917	3822	2	0	0	던전2층입구
1004	4030	2	0	0	던전1층입구
1005	3993	2	0	0	던전1층입구
1006	4065	2	0	0	던전1층입구
682	4077	2	0	0	던전3층입구
1515	3997	2	0	0	언더월드2층입구
1305	3818	2	0	0	언더월드1층입구
2121	2028	1	0	0	유니콘(매직케인)
2126	2019	1	0	0	유니콘(애쉬보우)
2136	2026	1	0	0	유니콘(커틀러스)
2600	2081	1	0	0	카벙클_윈드
2368	2104	1	0	0	카벙클_윈드
2277	2118	1	0	0	카벙클_윈드
2208	2106	1	0	0	카벙클_윈드
1705	1725	1	0	0	어프렌티스리더
2481	1646	1	0	0	줄리
3649	3134	1	0	0	줄리
2373	2097	1	-30	-15	묘지기(영혼의수호자)
2223	1714	1	0	0	정원사(신의정원)
452	3912	1	0	0	정찰병(암흑기사의부활)
667	3767	1	0	0	정찰병(불멸의히드라)
1300	4036	1	0	0	경비병(불행의시작)
2627	1985	1	0	0	제스터사제(신의은총)
2663	1971	1	0	0	크루노사제(조각합성)
2244	1595	1	0	0	훈련소소장(견습기사수여식)
1967	1579	1	0	0	경비병(힘의균형)
1973	1579	1	0	0	아멜리아사제(균형의조각)
787	4058	1	0	0	정찰병(가고일의어금니)
2234	1567	1	0	0	훈련소대장(견습망토수여)
1744	1890	1	0	0	근위병(왕국의기사)
1750	1584	1	0	0	근위병(왕국의기사)
1706	1727	1	0	0	봉인술사_린디
3660    3125    1	0 	0       프리미엄상인넬
3642    3105    1	0	0	상인메이
3648    3117    1	0	0	타이니
3638    3116    1       0	0	조합원브루스
3655    3117    1       0	0       제련술사_샤니
2135	2106	1	0	0	시민관_카바타
1068	1744	1	0	0	신녀_프로나
2113	2079	1	0	0	그리폰_마스터
3297	1693	1	0	0	욱스말
3266	1707	1	0	0	물약상인크레타
3237	1691	1	0	0	제련술사_오딘
3238	1684	1	0	0	카르타고
3228	1684	1	0	0	우르남무
2370	3885	1	0	0	생존자_더비
2368	3895	2	0	0	케프라홀_포탈
1076	2126	3	0	0	하르바라드왕
1082	2126	3	0	0	헤칼로캐논
1074	2119	3	0	0	헤칼로캐논
1108	2142	3	0	0	헤칼로양성소
1095	2107	3	0	0	헤칼로양성소
1060	2090	3	0	0	헤칼로양성소
1190	2142	3	0	0	헤칼로엔트
1131	2070	3	0	0	헤칼로엔트
1060	1963	3	0	0	헤칼로엔트
1063	2136	3	0	0	명성상인
1224	1969	2	0	0	글렌투와트왕
1217	1969	2	0	0	아케로캐논
1225	1976	2	0	0	아케로캐논
1189	1955	2	0	0	아케로양성소
1207	1988	2	0	0	아케로양성소
1240	2006	2	0	0	아케로양성소
1101	1954	2	0	0	아케로엔트
1170	2026	2	0	0	아케로엔트
1239	2128	2	0	0	아케로엔트
1237	1960	2	0	0	명성상인
1065	1698	3	-30	-13	설원
1057	1723	3	-30	-13	왕국전
